"rho","sigma_gamma","sigma_fit","h2_shenhar","bias","sigma_infl_pct","obs_r_mz","obs_r_dz","sigma_true_sq","sigma_fit_sq","absorbed_var","gamma_var_term","cross_term","predicted_absorbed","residual_var","residual_pct"
0.7,0.25,1.47989337736416,0.590360445802167,0.0808569442519288,17.564881967609,0.243797201641106,0.113406994325353,1.58454883703761,2.19008440836629,0.605535571328676,0.0625,0.440576023561323,0.503076023561323,0.102459547767353,6.46616534450941
0.8,0.25,1.60621153687657,0.613648521527125,0.104145019976888,27.599780251898,0.26287455671015,0.115953376916342,1.58454883703761,2.57991550119538,0.995366664157773,0.0625,0.503515455498655,0.566015455498655,0.429351208659118,27.0961171169587
0,0.3,1.34448840486114,0.523563991087348,0.0140604895371101,6.80811404524821,0.210857672089628,0.102643859397681,1.58454883703761,1.80764907080604,0.223100233768429,0.09,0,0.09,0.133100233768429,8.3998820773026
0.1,0.3,1.36826143986904,0.510311253043281,0.000807751493043574,8.69667851716607,0.225195215386192,0.106155943919278,1.58454883703761,1.87213936783251,0.287590530794895,0.09,0.0755273183247982,0.165527318324798,0.122063212470097,7.70334177255779
0.2,0.3,1.37967195532851,0.55676961383006,0.0472661122798221,9.60314645850586,0.222859556582017,0.104723026872411,1.58454883703761,1.90349470431999,0.31894586728238,0.09,0.151054636649596,0.241054636649596,0.077891230632783,4.91567244960429
0.3,0.3,1.50246380171924,0.583462533477818,0.0739590319275798,19.3579093004227,0.242269274995857,0.102538086891965,1.58454883703761,2.25739747547662,0.672848638439008,0.09,0.226581954974395,0.316581954974395,0.356266683464614,22.4837931868778
0.4,0.3,1.41220941345184,0.552948898988354,0.0434453974381165,12.1879694479896,0.236415303525706,0.124280082167878,1.58454883703761,1.99433542744199,0.409786590404383,0.09,0.302109273299193,0.392109273299193,0.01767731710519,1.11560569747024
0.5,0.3,1.44778935120817,0.570872182493112,0.0613686809428741,15.0144914439107,0.235451695859464,0.118385233300471,1.58454883703761,2.09609400547178,0.511545168434166,0.09,0.377636591623991,0.467636591623991,0.0439085768101748,2.77104597749502
0.6,0.3,1.52500375159749,0.581244882894252,0.071741381344014,21.1485156964812,0.256828698303016,0.126231437379979,1.58454883703761,2.32563644238642,0.741087605348813,0.09,0.453163909948789,0.543163909948789,0.197923695400024,12.4908548587276
0.7,0.3,1.57784343391644,0.607091528349733,0.0975880267994954,25.3461768996803,0.25836078011898,0.127151322993246,1.58454883703761,2.48958990195321,0.905041064915603,0.09,0.528691228273587,0.618691228273587,0.286349836642015,18.0713796854226
